,Feature,accuracy,param
0,"(3, 4, 5, 6, 7, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28)",0.8617886178861789,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0,"(3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28)",0.8699186991869918,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0,"(3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28)",0.8617886178861789,"{'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}"
0,"(3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29)",0.8536585365853658,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0,"(3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)",0.8373983739837398,"{'n_neighbors': 3, 'p': 1, 'weights': 'distance'}"
0,"(3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)",0.8455284552845529,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0,"(0, 3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)",0.8373983739837398,"{'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}"
0,"(0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29)",0.8455284552845529,"{'n_neighbors': 6, 'p': 1, 'weights': 'distance'}"
0,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29)",0.8455284552845529,"{'n_neighbors': 6, 'p': 1, 'weights': 'distance'}"
0,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29)",0.8211382113821138,"{'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0,"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)",0.8211382113821138,"{'n_neighbors': 11, 'p': 1, 'weights': 'distance'}"
0,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)",0.8211382113821138,"{'n_neighbors': 13, 'p': 1, 'weights': 'distance'}"
